,SKN load,MSR load,ATG load,GLP load,DMA load,MTQ load,LCA load,SVG load,GRD load,BRB load
7977,34.36,2.06,54.13,252.6,16.0,226.7,58.7,22.7,32.5,149.8
7978,34.38,2.08,56.19,255.4,16.3,232.0,60.7,23.0,34.1,152.8
7979,35.18,2.1,55.81,257.3,16.3,235.7,61.1,23.9,34.2,157.6
7980,36.04,2.11,57.35,263.2,16.6,237.8,62.6,23.4,34.3,157.1
7981,35.13,2.12,57.36,258.8,16.5,236.4,61.4,23.5,34.2,158.3
7982,35.04,2.1,56.22,257.8,16.2,233.9,61.1,23.2,33.7,154.3
7983,36.68,2.23,58.0,269.6,16.9,244.4,62.6,24.2,35.5,160.5
7984,35.53,2.08,56.3,254.7,16.2,234.7,61.3,23.6,34.2,154.1
7985,35.36,2.09,55.5,260.7,16.2,234.4,61.1,23.8,34.0,155.4
7986,39.2,2.33,61.64,287.5,17.9,257.6,68.0,25.7,36.9,169.5
7987,37.76,2.29,61.92,277.9,17.6,254.3,65.5,25.4,36.4,167.2
7988,35.88,2.15,57.22,265.9,17.0,240.6,62.8,24.3,34.9,157.3
7989,34.03,2.03,53.85,247.1,15.6,225.0,57.8,22.4,33.1,150.6
7990,32.33,1.94,51.29,235.3,14.9,214.6,55.9,21.7,30.8,141.0
7991,29.85,1.77,47.94,217.9,14.0,198.5,51.9,20.0,28.5,130.9
7992,27.63,1.67,44.32,201.7,13.1,185.5,48.0,18.7,27.1,123.9
7993,26.74,1.58,42.78,195.8,12.4,175.8,45.3,17.6,25.8,117.6
7994,25.78,1.52,41.35,184.8,11.9,169.9,44.1,16.9,24.3,113.5
7995,24.96,1.51,40.17,182.8,11.9,168.4,43.6,16.9,24.7,112.5
7996,25.58,1.55,40.61,190.1,11.8,170.8,44.5,16.9,25.0,114.0
7997,28.04,1.72,45.81,207.6,13.0,188.3,48.8,18.7,27.3,123.1
7998,30.65,1.83,48.43,222.9,14.1,201.6,51.7,20.1,29.6,131.1
7999,32.37,1.95,52.3,238.9,15.3,216.5,55.8,21.8,31.6,144.4
8000,34.27,2.04,54.93,250.9,16.1,229.3,58.9,23.2,33.0,150.4
8001,35.76,2.15,56.83,260.2,16.7,237.5,61.1,23.6,34.6,155.8
8002,36.27,2.15,57.79,266.2,16.8,241.6,63.2,24.5,35.2,157.7
8003,37.05,2.22,59.54,270.9,17.4,245.8,63.5,24.7,35.2,162.0
8004,36.58,2.22,59.18,274.6,17.4,246.3,63.8,24.9,35.5,160.4
8005,36.65,2.16,58.54,264.4,17.1,242.6,63.9,24.4,35.2,160.4
8006,35.53,2.17,57.81,262.7,16.5,239.0,62.6,23.8,35.1,156.9
8007,34.48,2.08,56.54,252.3,16.5,232.8,60.0,23.2,33.9,152.5
8008,34.05,2.04,53.73,245.2,15.7,225.1,58.7,22.4,32.9,148.8
8009,33.71,2.02,55.03,246.0,15.9,226.8,59.0,22.4,32.6,151.4
8010,37.22,2.21,59.62,274.0,17.1,245.5,64.5,24.5,36.1,163.9
8011,35.96,2.19,57.44,269.6,17.0,242.6,62.8,24.3,35.2,160.3
8012,34.75,2.1,56.14,258.0,16.2,231.6,61.0,23.2,33.9,153.6
8013,32.97,1.99,52.42,243.7,15.1,218.7,56.6,22.2,31.6,146.2
8014,31.32,1.89,49.77,232.1,14.8,210.5,54.1,21.3,30.9,138.5
8015,29.84,1.77,47.34,215.0,13.9,198.1,51.9,19.7,28.4,132.5
8016,27.31,1.66,44.26,203.2,12.7,182.3,47.5,18.5,26.2,120.8
8017,25.56,1.54,41.08,187.1,12.0,172.0,44.5,17.0,24.7,113.5
8018,24.85,1.52,39.61,181.1,11.6,166.9,42.8,16.8,24.4,109.2
8019,24.52,1.46,39.47,178.7,11.4,163.6,42.8,16.3,23.7,109.5
8020,24.84,1.46,38.87,181.5,11.4,163.3,42.6,16.2,23.9,108.2
8021,24.79,1.49,39.9,186.2,11.6,167.3,43.6,16.9,24.5,109.6
8022,25.6,1.52,40.76,187.1,11.9,170.3,44.2,17.1,24.7,110.9
8023,27.72,1.67,44.64,204.1,12.8,185.4,48.5,18.6,26.5,120.8
8024,29.89,1.77,47.16,214.1,13.8,197.2,51.7,19.8,28.6,128.2
8025,30.32,1.85,48.51,226.2,14.1,203.4,53.1,20.6,29.5,134.0
8026,30.88,1.82,48.85,227.8,14.5,205.2,53.0,20.8,29.5,136.0
8027,31.48,1.85,50.48,231.4,14.7,208.2,53.7,20.8,29.9,136.1
8028,31.37,1.89,50.14,231.5,14.5,208.9,55.1,21.2,30.5,138.8
8029,30.34,1.82,48.71,226.8,14.2,204.3,52.6,20.6,29.5,136.0
8030,30.04,1.82,48.73,222.4,14.0,200.2,52.0,20.3,29.0,131.5
8031,29.84,1.79,47.26,219.2,13.9,197.0,50.8,19.5,29.0,128.3
8032,28.88,1.76,46.94,217.7,13.7,195.0,50.3,19.3,28.3,129.9
8033,30.66,1.81,48.5,221.2,14.1,202.6,52.0,20.3,29.8,133.0
8034,33.84,2.03,54.69,244.3,15.6,225.0,58.9,22.5,32.8,149.4
8035,33.14,2.02,53.0,247.3,15.7,223.6,58.7,22.5,32.2,145.5
8036,32.44,1.94,51.29,237.3,15.3,215.2,55.4,21.2,30.9,141.7
8037,30.4,1.82,49.32,223.8,14.4,205.7,53.7,20.8,30.3,133.8
8038,29.76,1.81,48.14,217.9,14.2,200.9,51.8,20.1,29.4,133.1
8039,28.04,1.69,44.82,210.3,13.0,188.5,49.0,19.0,27.4,123.1
8040,25.9,1.6,42.14,191.1,12.4,174.9,45.5,17.5,25.2,115.6
8041,25.43,1.49,40.3,185.5,11.9,167.3,44.1,16.5,24.3,110.3
8042,24.15,1.48,38.81,180.0,11.4,163.3,42.6,16.5,23.8,107.2
8043,24.03,1.47,38.74,176.5,11.1,160.8,42.0,16.1,23.2,105.6
8044,23.94,1.44,38.72,180.2,11.3,161.5,42.4,16.4,23.6,105.1
8045,24.26,1.45,39.22,178.8,11.4,163.0,42.4,16.3,23.3,107.7
8046,24.56,1.45,38.46,177.2,11.2,161.7,41.7,16.0,23.4,107.1
8047,25.78,1.53,41.33,189.4,12.1,171.9,45.1,17.4,24.9,113.6
8048,27.35,1.63,43.55,198.1,12.7,181.6,46.6,18.1,26.4,121.2
8049,27.83,1.7,44.97,207.2,13.0,187.6,48.7,18.8,27.0,124.0
8050,28.66,1.76,45.91,213.2,13.6,192.5,50.2,19.1,28.3,125.4
8051,29.31,1.75,48.0,215.6,13.6,197.2,51.0,19.5,28.2,130.0
8052,30.04,1.79,47.37,221.1,13.9,198.4,50.8,20.1,28.5,131.4
8053,28.57,1.72,45.61,208.4,13.3,189.1,48.7,19.1,27.5,124.0
8054,26.97,1.65,43.24,197.1,12.7,180.5,47.5,18.1,26.1,120.7
8055,26.98,1.6,42.42,198.3,12.5,177.7,45.6,17.5,26.1,117.2
8056,26.67,1.59,42.0,194.7,12.3,175.6,45.1,17.8,25.3,114.9
8057,28.18,1.65,44.89,202.4,13.0,185.2,48.0,18.5,27.2,123.8
8058,31.49,1.92,51.65,236.3,15.0,212.2,54.6,21.1,30.4,138.1
8059,32.63,1.94,51.31,241.0,15.0,217.0,56.3,21.5,31.4,141.6
8060,31.58,1.94,50.27,230.5,15.0,212.6,54.6,21.3,31.0,138.3
8061,30.94,1.83,49.24,223.0,14.4,203.4,53.2,20.6,29.3,135.6
8062,29.58,1.77,47.58,214.2,13.9,197.2,51.6,19.5,28.3,131.1
8063,27.88,1.63,43.94,201.1,12.7,183.5,47.1,18.1,27.0,122.1
8064,25.8,1.54,40.45,187.5,12.0,170.7,44.0,17.3,24.8,112.9
8065,24.37,1.46,39.42,179.7,11.6,163.8,43.2,16.2,24.0,107.9
8066,23.94,1.43,38.33,177.0,11.0,159.5,40.9,16.0,23.2,106.0
8067,23.73,1.43,37.33,174.1,11.1,157.0,41.0,15.8,22.5,103.9
8068,24.5,1.47,38.57,176.2,11.3,161.6,42.3,16.4,23.6,107.7
8069,27.13,1.63,43.01,200.4,12.6,180.8,47.2,18.0,26.1,118.9
8070,29.59,1.79,47.05,216.2,14.0,198.6,51.5,19.9,29.1,132.1
8071,32.02,1.93,50.42,234.7,14.7,212.3,55.0,21.4,30.8,141.8
8072,34.42,2.02,54.7,246.1,16.0,226.1,57.9,22.8,33.2,148.1
8073,35.04,2.09,56.05,257.5,16.4,233.9,61.2,23.5,34.3,152.8
8074,35.29,2.15,56.94,263.6,16.4,236.7,62.0,23.8,34.4,154.6
8075,36.02,2.11,57.08,259.1,16.8,237.9,62.4,24.0,34.7,154.8
8076,35.75,2.11,56.59,264.1,16.7,237.8,62.4,24.0,34.9,158.9
8077,35.97,2.13,57.45,261.8,16.4,236.9,62.4,23.4,34.5,158.5
8078,34.26,2.02,55.43,250.1,16.1,228.2,59.5,22.5,33.5,152.2
8079,34.43,2.07,54.29,249.9,15.8,227.1,58.7,22.7,32.8,150.5
8080,33.05,2.02,53.23,244.9,15.4,221.6,58.4,22.2,32.2,146.1
8081,33.56,2.03,53.35,242.0,15.9,223.3,57.6,22.0,32.5,146.9
8082,36.54,2.24,58.9,269.1,16.9,245.1,63.2,24.7,36.0,159.4
8083,36.39,2.2,58.55,265.3,16.8,241.9,63.5,24.1,34.9,160.3
8084,33.84,2.06,54.67,247.3,16.1,227.5,59.1,22.7,32.8,149.8
8085,31.99,1.9,50.13,230.8,14.9,210.4,55.4,21.3,30.1,139.0
8086,29.53,1.78,47.65,216.3,14.1,198.4,52.0,19.8,28.6,129.7
8087,27.45,1.63,44.17,200.9,12.6,182.4,48.0,18.3,26.2,119.4
8088,25.57,1.53,41.01,184.3,11.9,169.1,44.2,17.1,24.4,112.6
8089,23.99,1.44,38.56,177.1,11.3,162.3,41.6,16.5,23.8,107.6
8090,23.27,1.4,37.15,169.3,10.8,156.0,40.0,15.5,22.7,101.8
8091,23.64,1.42,37.67,170.4,10.9,156.4,40.6,15.7,22.7,102.4
8092,24.3,1.45,38.16,177.7,11.1,160.2,42.2,16.1,23.5,106.9
8093,27.04,1.61,43.11,197.9,12.6,181.2,47.4,18.3,26.5,120.7
8094,29.44,1.79,47.73,215.0,13.7,198.0,51.5,19.5,28.8,131.9
8095,31.8,1.88,49.7,232.9,14.5,209.8,54.8,21.0,30.4,137.7
8096,33.96,2.03,53.81,249.1,15.8,225.1,57.9,22.6,32.5,149.4
8097,34.39,2.08,55.5,254.8,16.4,232.1,59.7,23.1,33.6,153.3
8098,35.0,2.14,56.26,255.7,16.6,235.0,60.6,23.7,34.4,154.0
8099,36.12,2.14,57.35,266.6,16.8,238.8,61.5,23.9,34.3,157.2
8100,35.76,2.15,57.25,264.3,16.9,240.5,63.0,24.3,34.6,158.2
8101,35.52,2.13,57.58,260.8,16.9,237.9,62.0,23.6,34.0,156.8
8102,35.12,2.08,55.12,255.4,16.5,232.9,60.0,23.1,33.8,152.9
8103,34.25,2.02,54.26,245.7,15.7,226.4,58.9,22.6,32.7,148.1
8104,32.03,1.97,51.27,234.0,15.2,215.6,55.3,21.5,31.3,141.8
8105,32.94,1.97,53.09,238.4,15.2,219.6,57.6,21.8,32.3,144.5
8106,35.82,2.14,58.39,265.7,16.7,240.5,62.6,24.0,34.6,158.7
8107,35.13,2.11,57.22,258.2,16.5,236.6,61.0,24.0,33.9,156.8
8108,33.93,2.02,54.29,247.2,15.6,226.5,58.1,22.6,32.5,147.8
8109,31.29,1.86,49.47,228.7,14.7,209.0,55.0,21.1,30.4,137.8
8110,29.73,1.8,47.54,218.5,14.1,198.8,51.4,19.7,29.0,129.3
8111,27.54,1.65,43.17,199.5,12.8,181.2,47.1,18.0,26.5,119.8
8112,25.61,1.55,40.53,189.7,11.8,170.2,43.8,17.1,24.4,110.7
8113,24.43,1.48,39.3,180.3,11.4,162.1,42.5,16.1,23.5,108.2
8114,23.72,1.43,37.77,172.4,11.1,157.6,40.6,15.7,22.8,103.9
8115,23.56,1.39,37.06,171.1,10.8,155.4,40.8,15.6,22.5,104.1
8116,23.64,1.45,37.95,173.7,11.1,159.9,41.6,16.2,23.2,106.7
8117,26.79,1.64,42.82,199.0,12.6,180.7,47.0,18.2,26.3,118.7
8118,28.98,1.75,47.28,214.3,13.7,194.1,51.0,19.4,27.9,129.7
8119,31.09,1.87,49.9,227.0,14.8,209.3,53.7,20.8,30.0,139.8
8120,33.18,2.02,53.26,249.3,15.5,224.1,58.7,22.7,32.4,146.4
8121,34.48,2.08,55.09,255.5,16.3,229.8,60.3,23.1,32.9,151.0
8122,35.5,2.13,56.59,261.9,16.5,234.7,60.7,23.3,34.4,156.9
8123,36.11,2.15,58.41,264.0,17.0,240.1,63.1,24.1,34.4,160.4
8124,35.33,2.12,56.22,260.4,16.4,236.8,61.8,23.4,33.9,158.0
8125,34.55,2.07,56.11,253.2,16.4,231.5,59.4,23.3,33.8,150.6
8126,34.48,2.05,55.39,257.1,16.2,231.0,60.8,23.0,33.7,152.3
8127,33.99,2.02,54.55,249.6,15.9,225.2,58.3,22.8,33.1,146.6
8128,32.84,1.95,51.47,236.6,15.1,217.5,56.5,21.5,31.1,143.4
8129,32.79,2.01,53.38,239.3,15.5,220.0,56.5,21.8,31.9,144.5
8130,36.53,2.22,58.91,270.2,16.9,243.3,62.4,24.4,35.2,159.2
8131,35.98,2.16,58.11,267.9,17.1,240.4,63.4,24.2,34.4,157.2
8132,34.9,2.11,56.06,252.8,16.1,231.3,59.9,22.9,33.8,154.1
8133,31.71,1.92,51.41,234.1,15.0,214.5,56.3,21.4,31.3,140.5
8134,30.33,1.84,48.64,221.2,14.1,203.3,52.9,20.0,29.1,132.5
8135,27.97,1.69,44.82,204.3,13.1,187.2,48.2,19.0,27.4,122.4
8136,26.19,1.55,41.9,189.4,12.1,174.3,45.9,17.6,25.6,114.4
8137,24.8,1.47,39.24,179.7,11.6,165.5,43.1,16.3,24.1,110.4
8138,23.93,1.43,38.03,178.3,11.3,160.0,41.8,15.9,23.3,105.3
8139,23.95,1.45,38.37,175.1,11.2,158.9,41.3,15.9,23.1,104.8
8140,24.51,1.46,39.05,178.2,11.4,162.7,42.8,16.3,23.9,108.2
8141,27.25,1.61,42.91,196.1,12.4,179.0,46.8,18.0,26.0,119.8
8142,30.02,1.81,48.26,217.8,14.2,200.2,51.6,20.0,29.0,131.3
8143,31.88,1.87,50.75,231.1,14.8,209.6,55.3,20.7,30.1,136.4
8144,33.12,1.95,53.12,240.6,15.2,219.5,57.4,21.9,32.0,146.2
8145,34.52,2.02,54.98,247.2,16.1,227.3,59.3,22.6,33.2,150.2
8146,34.2,2.07,55.04,255.8,16.1,230.9,60.5,22.9,33.8,150.4
8147,35.47,2.16,57.94,260.5,16.7,238.2,62.3,23.9,34.6,157.9
8148,36.06,2.15,58.63,262.0,16.7,241.3,62.8,23.9,35.0,157.9
8149,35.38,2.13,57.62,264.7,16.5,237.2,61.7,24.0,34.0,156.9
8150,34.96,2.12,56.52,260.1,16.4,235.4,60.9,23.8,34.4,155.9
8151,34.14,2.03,54.97,253.5,16.1,227.4,59.3,22.6,32.8,150.3
8152,32.79,1.98,52.92,238.6,15.3,217.3,56.8,21.6,31.4,143.5
8153,33.21,1.98,52.7,241.9,15.2,218.4,56.3,22.1,31.5,144.2
8154,36.78,2.15,58.66,265.0,17.1,242.0,63.5,24.2,34.8,160.7
8155,35.63,2.14,57.26,262.3,16.8,239.4,62.0,24.1,34.3,155.9
8156,33.69,2.07,55.38,248.0,15.8,227.6,59.0,22.4,33.0,152.1
8157,31.59,1.89,50.36,235.0,14.9,212.4,54.6,21.0,30.6,138.6
8158,30.67,1.85,49.06,229.1,14.7,207.4,54.0,20.9,30.4,137.2
8159,29.87,1.78,47.48,221.1,14.0,198.9,51.4,20.0,28.5,130.1
8160,27.55,1.67,44.71,204.9,12.9,186.4,49.1,18.4,26.8,122.6
8161,26.94,1.64,43.2,195.8,12.5,179.5,46.5,18.0,26.1,118.0
8162,26.23,1.54,41.43,190.9,12.3,173.1,45.6,17.5,24.8,112.8
8163,26.19,1.56,42.09,191.9,12.1,174.9,45.2,17.4,25.7,115.3
8164,26.37,1.59,41.7,191.3,12.2,175.1,45.2,17.5,25.5,114.2
8165,28.35,1.7,44.94,210.6,13.2,189.8,49.0,19.2,27.4,125.7
8166,30.17,1.81,47.62,219.1,13.8,199.5,52.1,20.2,29.2,131.5
8167,31.86,1.9,49.79,232.1,14.7,209.4,54.3,20.6,30.0,139.6
8168,33.16,1.97,51.76,242.8,15.1,218.2,56.2,21.6,32.0,146.2
8169,33.99,2.05,54.35,250.2,15.7,226.5,58.8,22.3,32.4,150.4
8170,33.71,2.06,55.03,250.3,15.9,226.3,58.8,22.7,33.2,151.3
8171,32.95,1.97,53.31,240.6,15.4,221.8,58.3,21.9,31.9,147.4
8172,33.53,2.0,53.17,243.4,15.4,222.0,58.4,22.1,32.0,144.9
8173,32.86,1.95,52.76,240.2,15.4,218.8,57.3,21.8,32.2,142.8
8174,31.91,1.95,51.24,232.9,14.9,213.7,55.7,21.7,31.3,142.6
8175,31.53,1.88,50.24,227.8,14.6,209.3,54.5,21.2,30.0,136.4
8176,29.98,1.83,48.55,220.0,14.1,202.8,52.9,20.5,29.2,135.7
8177,31.29,1.85,49.97,229.1,14.7,208.9,53.7,20.9,30.4,138.3
8178,35.55,2.13,58.19,263.8,16.6,239.4,62.9,24.2,34.5,158.8
8179,35.81,2.15,56.14,263.2,16.3,236.1,61.8,23.7,33.9,156.4
8180,33.88,2.0,53.6,247.8,15.9,224.1,59.0,22.4,32.9,146.3
8181,31.45,1.88,50.86,230.7,14.7,210.1,53.8,21.2,30.5,138.4
8182,30.55,1.83,48.06,224.9,14.3,201.4,52.4,20.1,29.1,131.5
8183,28.53,1.72,44.97,206.9,13.2,189.0,48.5,19.0,27.6,125.4
8184,26.18,1.58,41.63,191.9,12.1,173.6,45.3,17.4,25.2,114.0
8185,24.26,1.46,39.6,177.8,11.6,163.5,42.2,16.5,24.0,107.0
8186,23.73,1.41,37.53,173.3,11.1,157.9,40.6,15.7,22.9,105.4
8187,22.9,1.41,37.55,168.4,10.8,154.6,39.9,15.6,22.3,102.1
8188,23.51,1.43,37.25,173.3,11.0,157.3,41.4,15.9,22.5,105.2
8189,24.58,1.48,39.35,183.1,11.5,165.3,43.1,16.5,24.1,110.3
8190,26.02,1.56,41.33,190.5,12.0,171.8,44.4,17.2,24.9,114.5
8191,27.45,1.66,44.93,203.2,13.1,185.5,47.8,18.3,26.9,121.0
8192,29.59,1.8,47.43,220.1,14.0,197.5,51.0,19.7,28.7,130.4
8193,30.61,1.79,48.38,223.0,14.0,201.3,52.3,20.2,29.1,132.5
8194,30.68,1.8,49.29,226.6,14.4,203.1,52.7,20.1,29.3,132.8
8195,30.33,1.86,49.55,225.6,14.1,204.2,53.2,20.5,29.4,133.1
8196,31.31,1.85,49.95,226.7,14.7,206.7,53.7,20.9,30.1,137.3
8197,30.0,1.82,47.5,222.1,13.9,200.7,52.6,20.2,29.1,131.9
8198,29.05,1.77,46.58,216.8,13.6,194.6,51.0,19.2,28.1,128.4
8199,28.96,1.72,45.65,212.5,13.4,191.6,49.1,19.1,28.1,127.5
8200,28.29,1.71,45.65,209.5,13.2,189.3,48.7,18.9,27.2,124.3
8201,29.54,1.78,46.57,212.6,13.7,195.6,50.3,19.6,28.7,128.6
8202,33.34,1.99,53.15,244.5,15.4,220.6,57.1,21.8,32.1,145.4
8203,33.05,1.97,53.35,239.2,15.4,219.7,57.1,21.8,31.9,145.9
8204,31.7,1.91,50.53,234.6,14.8,211.7,54.9,21.1,31.0,138.7
8205,30.22,1.81,48.5,222.1,14.1,199.5,51.2,19.7,28.5,131.5
8206,28.43,1.74,46.25,212.0,13.6,191.8,49.1,19.1,27.7,128.1
8207,26.93,1.63,42.4,197.1,12.6,179.0,46.0,17.9,26.2,116.6
8208,24.8,1.5,39.74,181.9,11.8,166.8,43.7,16.6,23.8,110.6
8209,23.4,1.42,38.07,174.0,10.8,156.9,41.0,15.5,22.6,103.7
8210,22.94,1.38,36.69,167.2,10.8,153.1,39.3,15.3,22.3,100.1
8211,22.41,1.36,36.05,166.6,10.6,150.8,39.5,15.0,21.7,100.7
8212,22.26,1.36,36.31,164.6,10.5,150.3,39.4,15.0,21.6,99.9
8213,22.8,1.37,36.58,168.5,10.6,152.1,39.4,15.0,22.0,100.8
8214,23.36,1.39,36.63,169.8,10.8,153.7,39.4,15.6,22.6,101.2
8215,24.43,1.46,39.49,178.0,11.5,163.6,42.9,16.6,23.6,109.2
8216,26.54,1.59,42.16,195.4,12.4,175.6,45.8,17.3,25.6,117.0
8217,28.07,1.64,44.47,200.8,13.0,184.5,47.4,18.3,27.1,122.8
8218,27.73,1.66,45.05,208.8,13.3,187.2,49.0,18.7,27.3,124.6
8219,28.74,1.76,46.54,212.8,13.4,193.7,50.1,19.2,28.3,129.3
8220,29.21,1.78,46.85,213.3,13.8,194.9,49.9,19.4,28.6,127.5
8221,28.18,1.69,44.91,207.3,12.9,186.3,48.6,18.7,26.6,122.0
8222,26.83,1.59,42.57,198.3,12.5,177.6,45.6,17.5,26.1,117.0
8223,25.58,1.55,41.09,192.0,11.9,172.3,44.3,17.3,25.2,113.1
8224,25.77,1.52,40.51,188.1,11.8,170.1,43.6,17.2,24.7,113.1
8225,26.68,1.63,42.69,196.0,12.5,179.2,46.3,18.2,26.0,118.4
8226,31.0,1.88,49.86,227.8,14.4,206.8,53.3,20.7,30.2,135.3
8227,30.94,1.9,49.49,231.2,14.7,209.3,54.5,21.0,29.9,136.2
8228,30.49,1.85,49.53,222.1,14.2,204.6,53.0,20.2,29.3,134.5
8229,29.01,1.73,46.21,217.1,13.7,195.2,51.2,19.5,28.0,130.3
8230,28.43,1.72,45.43,209.8,13.4,188.4,48.8,19.1,27.5,124.3
8231,27.39,1.63,43.28,200.7,12.8,180.1,47.0,18.1,26.3,117.7
8232,26.38,1.56,41.96,193.6,12.2,175.0,45.5,17.7,25.5,115.1
8233,23.47,1.37,36.82,168.6,10.7,154.8,40.5,15.6,22.6,103.0
8234,23.0,1.35,36.7,164.3,10.5,151.5,39.8,15.4,22.0,100.2
8235,22.95,1.38,36.4,165.6,10.6,150.9,39.4,15.2,21.9,99.9
8236,23.48,1.41,38.11,172.5,11.0,156.6,41.1,15.5,22.4,102.7
8237,26.52,1.61,41.74,194.6,12.2,175.8,46.1,17.7,25.8,115.2
8238,27.86,1.7,45.45,207.5,13.2,188.2,49.2,18.8,27.4,123.2
8239,28.56,1.75,46.31,212.8,13.6,192.8,49.7,19.1,27.6,128.0
8240,32.0,1.92,50.57,229.5,14.9,211.7,54.7,21.4,31.1,139.3
8241,33.16,1.97,53.71,243.2,15.6,221.9,57.2,22.0,32.3,146.3
8242,34.57,2.08,54.65,251.9,16.2,230.1,59.2,23.1,33.7,151.6
8243,35.13,2.09,55.7,258.5,16.5,235.6,60.5,23.9,33.9,155.0
8244,35.42,2.11,56.94,263.6,16.4,237.3,62.2,23.6,34.6,157.1
8245,35.58,2.15,56.96,257.8,16.7,236.1,60.6,23.6,34.7,153.5
8246,35.12,2.11,55.57,257.0,16.2,234.4,60.6,23.1,34.0,156.3
8247,33.86,2.04,54.06,252.3,15.8,228.5,59.1,22.5,33.1,149.4
8248,33.17,1.95,52.88,242.3,15.6,219.0,56.4,21.6,31.8,145.8
8249,32.36,1.99,52.96,240.8,15.5,218.9,56.6,22.2,31.8,145.6
8250,36.89,2.16,57.52,270.3,16.8,243.2,63.2,24.3,35.7,162.3
8251,35.78,2.14,57.62,262.5,16.7,239.8,62.0,23.8,34.8,157.8
8252,34.27,2.03,54.19,250.0,16.0,226.3,58.9,22.4,33.0,148.1
8253,31.06,1.89,50.36,230.9,14.8,209.1,53.7,21.2,30.5,138.3
8254,29.75,1.78,47.81,216.8,13.9,199.5,52.0,19.7,28.8,133.2
8255,27.39,1.64,43.69,201.2,12.7,183.8,48.2,18.4,27.0,119.5
8256,25.23,1.53,41.29,186.0,11.8,170.3,44.5,17.0,24.9,113.2
8257,24.4,1.48,39.02,177.4,11.3,162.6,41.7,16.3,23.7,105.7
8258,23.56,1.41,38.54,176.0,11.1,158.5,41.1,16.1,22.8,103.1
8259,23.33,1.41,37.64,174.4,10.9,156.8,41.1,15.8,22.6,102.2
8260,24.09,1.44,38.73,177.0,11.3,160.9,42.2,16.2,23.5,105.0
8261,27.59,1.63,43.91,198.4,12.6,182.3,48.1,18.3,26.3,118.8
8262,30.08,1.8,49.1,222.0,14.3,202.4,53.2,20.3,29.4,133.0
8263,32.18,1.94,52.25,238.9,15.4,216.8,55.8,21.8,31.4,141.2
8264,34.57,2.05,55.32,247.5,16.0,228.4,60.3,22.8,33.5,150.6
8265,34.86,2.12,56.09,256.1,16.2,235.1,61.2,23.4,34.3,156.2
8266,35.69,2.17,58.42,262.6,16.7,240.0,61.8,24.1,35.0,160.5
8267,37.04,2.18,59.45,268.3,16.9,244.6,63.8,24.8,35.2,161.6
8268,37.48,2.25,60.15,275.2,17.2,247.3,65.2,24.5,36.2,165.5
8269,37.51,2.19,60.04,274.5,17.2,246.9,63.8,24.7,35.6,165.2
8270,36.34,2.2,57.75,263.4,17.1,243.0,63.9,24.5,35.3,162.1
8271,35.69,2.09,56.09,257.3,16.7,235.4,61.3,23.9,34.0,155.6
8272,33.46,2.05,54.31,246.9,15.9,225.2,57.7,22.3,32.2,150.3
8273,34.04,2.0,53.75,250.0,15.5,224.5,57.9,22.4,32.2,147.4
8274,36.87,2.25,59.97,276.0,17.5,248.4,64.0,24.6,36.4,162.3
8275,36.66,2.21,59.53,271.9,17.3,247.1,63.9,24.5,35.5,165.0
8276,35.37,2.12,55.98,257.1,16.6,234.2,60.9,23.2,34.2,155.4
8277,32.43,1.96,52.32,242.2,15.2,217.9,57.4,21.8,31.8,145.0
8278,31.16,1.84,49.43,226.5,14.3,207.5,54.3,20.6,30.5,137.6
8279,28.92,1.73,45.63,214.4,13.5,192.8,49.9,19.5,28.4,127.6
8280,26.74,1.62,43.11,195.3,12.5,178.4,46.5,17.9,25.9,118.8
8281,25.32,1.55,41.49,189.2,11.8,170.6,44.8,17.0,24.6,113.9
8282,24.78,1.52,39.67,181.7,11.7,167.0,43.4,16.8,24.4,109.9
8283,24.48,1.48,39.72,183.4,11.5,164.5,43.2,16.5,23.8,107.7
8284,25.61,1.53,40.7,188.7,11.7,169.0,43.8,16.9,24.6,112.9
8285,27.71,1.69,44.63,204.0,13.0,185.4,48.0,18.7,26.8,124.0
8286,30.19,1.81,47.5,220.5,13.9,200.5,51.9,20.3,28.9,134.1
8287,32.94,1.96,51.32,237.0,15.3,217.0,57.0,21.6,31.2,142.9
8288,34.7,2.09,55.7,256.0,16.2,232.9,60.1,23.3,33.3,154.6
8289,35.41,2.16,56.41,262.3,16.8,237.5,61.3,23.8,34.5,156.7
8290,35.86,2.16,58.69,267.8,16.9,241.6,63.3,24.0,35.3,160.7
8291,36.81,2.24,59.28,268.0,17.1,245.4,64.1,24.3,35.2,161.5
8292,36.81,2.16,59.24,264.5,17.2,243.6,62.5,24.4,35.3,159.7
8293,36.1,2.16,57.43,261.6,16.9,240.4,62.8,23.8,35.4,160.5
8294,34.97,2.14,57.12,256.0,16.5,235.7,61.2,23.3,34.0,157.4
8295,34.12,2.11,55.36,253.5,16.2,230.5,59.2,23.0,33.5,151.7
8296,33.48,2.02,53.53,241.2,15.8,222.3,57.0,22.1,32.0,148.6
8297,34.07,2.04,54.48,249.4,15.8,223.8,57.7,22.6,32.9,149.6
8298,36.69,2.2,59.23,269.9,17.5,247.1,63.7,24.5,35.8,160.9
8299,36.89,2.21,58.88,270.8,17.3,245.9,64.1,24.9,35.7,160.9
8300,35.25,2.11,56.48,258.1,16.2,234.0,61.0,23.6,34.2,156.5
